170,170,170,0,0
170,170,170,1,0
170,170,170,2,0
170,170,170,3,0
170,170,170,4,0
170,170,170,5,0
170,170,170,6,0
170,170,170,7,0
170,170,170,8,0
170,170,170,9,0
170,170,170,10,0
170,170,170,11,0
170,170,170,12,0
170,170,170,13,0
170,170,170,14,0
170,170,170,15,0
170,170,170,16,0
170,170,170,17,0
170,170,170,18,0
170,170,170,19,0
170,170,170,20,0
170,170,170,21,0
170,170,170,22,0
170,170,170,23,0
170,170,170,24,0
170,170,170,25,0
170,170,170,26,0
170,170,170,27,0
170,170,170,28,0
170,170,170,29,0
170,170,170,30,0
170,170,170,31,0
170,170,170,32,0
170,170,170,33,0
170,170,170,34,0
170,170,170,35,0
170,170,170,36,0
170,170,170,37,0
170,170,170,38,0
170,170,170,39,0
170,170,170,40,0
170,170,170,41,0
170,170,170,42,0
170,170,170,43,0
170,170,170,44,0
170,170,170,45,0
170,170,170,46,0
170,170,170,47,0
170,170,170,48,0
170,170,170,49,0
170,170,170,50,0
170,170,170,51,0
170,170,170,52,0
170,170,170,53,0
170,170,170,54,0
170,170,170,55,0
170,170,170,56,0
170,170,170,57,0
170,170,170,58,0
170,170,170,59,0
170,170,170,0,1
170,170,170,1,1
170,170,170,2,1
170,170,170,3,1
170,170,170,4,1
170,170,170,5,1
170,170,170,6,1
170,170,170,7,1
170,170,170,8,1
170,170,170,9,1
170,170,170,10,1
170,170,170,11,1
170,170,170,12,1
170,170,170,13,1
170,170,170,14,1
170,170,170,15,1
170,170,170,16,1
170,170,170,17,1
170,170,170,18,1
170,170,170,19,1
170,170,170,20,1
170,170,170,21,1
170,170,170,22,1
170,170,170,23,1
170,170,170,24,1
170,170,170,25,1
170,170,170,26,1
170,170,170,27,1
170,170,170,28,1
170,170,170,29,1
170,170,170,30,1
170,170,170,31,1
170,170,170,32,1
170,170,170,33,1
170,170,170,34,1
170,170,170,35,1
170,170,170,36,1
170,170,170,37,1
170,170,170,38,1
170,170,170,39,1
170,170,170,40,1
170,170,170,41,1
170,170,170,42,1
170,170,170,43,1
170,170,170,44,1
170,170,170,45,1
170,170,170,46,1
170,170,170,47,1
170,170,170,48,1
170,170,170,49,1
170,170,170,50,1
170,170,170,51,1
170,170,170,52,1
170,170,170,53,1
170,170,170,54,1
170,170,170,55,1
170,170,170,56,1
170,170,170,57,1
170,170,170,58,1
170,170,170,59,1
170,170,170,0,2
170,170,170,1,2
170,170,170,2,2
170,170,170,3,2
170,170,170,4,2
170,170,170,5,2
170,85,0,6,2
170,170,170,7,2
170,170,170,8,2
170,170,170,9,2
170,170,170,10,2
170,170,170,11,2
170,170,170,12,2
170,170,170,13,2
85,85,85,14,2
255,85,85,15,2
170,170,170,16,2
170,170,170,17,2
170,170,170,18,2
170,170,170,19,2
170,170,170,20,2
170,170,170,21,2
170,170,170,22,2
170,170,170,23,2
85,85,85,24,2
170,85,0,25,2
170,170,170,26,2
170,170,170,27,2
170,170,170,28,2
170,170,170,29,2
170,170,170,30,2
170,170,170,31,2
170,170,170,32,2
170,170,170,33,2
170,85,0,34,2
170,170,170,35,2
170,170,170,36,2
170,170,170,37,2
170,170,170,38,2
170,170,170,39,2
170,170,170,40,2
170,170,170,41,2
170,170,170,42,2
85,85,85,43,2
255,85,85,44,2
170,170,170,45,2
170,170,170,46,2
170,170,170,47,2
170,170,170,48,2
170,170,170,49,2
170,170,170,50,2
170,170,170,51,2
170,170,170,52,2
170,170,170,53,2
170,170,170,54,2
170,170,170,55,2
170,170,170,56,2
170,170,170,57,2
170,170,170,58,2
170,170,170,59,2
170,170,170,0,3
170,170,170,1,3
170,170,170,2,3
170,170,170,3,3
170,170,170,4,3
255,85,85,5,3
255,255,85,6,3
170,170,170,7,3
170,170,170,8,3
170,170,170,9,3
170,170,170,10,3
170,170,170,11,3
170,170,170,12,3
170,170,170,13,3
170,170,170,14,3
170,170,170,15,3
255,85,85,16,3
170,170,170,17,3
170,170,170,18,3
170,170,170,19,3
170,170,170,20,3
170,170,170,21,3
170,170,170,22,3
170,170,170,23,3
170,170,170,24,3
170,170,170,25,3
170,170,170,26,3
170,170,170,27,3
170,170,170,28,3
170,170,170,29,3
170,170,170,30,3
170,170,170,31,3
170,170,170,32,3
170,170,170,33,3
255,85,85,34,3
170,85,0,35,3
170,170,170,36,3
170,170,170,37,3
170,170,170,38,3
170,170,170,39,3
170,170,170,40,3
170,170,170,41,3
170,170,170,42,3
170,170,170,43,3
170,170,170,44,3
170,170,170,45,3
170,170,170,46,3
170,170,170,47,3
170,170,170,48,3
170,170,170,49,3
170,170,170,50,3
170,170,170,51,3
170,170,170,52,3
255,255,255,53,3
170,170,170,54,3
170,170,170,55,3
170,170,170,56,3
170,170,170,57,3
0,170,170,58,3
170,170,170,59,3
170,170,170,0,4
170,170,170,1,4
170,170,170,2,4
170,170,170,3,4
170,170,170,4,4
255,255,255,5,4
170,170,170,6,4
255,255,255,7,4
170,170,170,8,4
170,170,170,9,4
170,170,170,10,4
170,170,170,11,4
170,170,170,12,4
170,170,170,13,4
85,85,85,14,4
255,85,85,15,4
170,170,170,16,4
170,170,170,17,4
170,170,170,18,4
170,170,170,19,4
170,170,170,20,4
170,170,170,21,4
170,170,170,22,4
170,170,170,23,4
255,255,255,24,4
255,255,255,25,4
170,170,170,26,4
170,170,170,27,4
170,170,170,28,4
170,170,170,29,4
170,170,170,30,4
170,170,170,31,4
170,170,170,32,4
170,170,170,33,4
170,170,170,34,4
255,85,85,35,4
170,170,170,36,4
170,170,170,37,4
170,170,170,38,4
170,170,170,39,4
170,170,170,40,4
170,170,170,41,4
170,170,170,42,4
255,255,255,43,4
255,255,255,44,4
170,170,170,45,4
170,170,170,46,4
170,170,170,47,4
170,170,170,48,4
170,170,170,49,4
170,170,170,50,4
170,170,170,51,4
170,170,170,52,4
170,170,170,53,4
170,170,170,54,4
170,170,170,55,4
170,170,170,56,4
170,170,170,57,4
170,170,170,58,4
170,170,170,59,4
170,170,170,0,5
170,170,170,1,5
170,170,170,2,5
170,170,170,3,5
170,170,170,4,5
255,255,255,5,5
255,255,255,6,5
255,255,255,7,5
170,170,170,8,5
170,170,170,9,5
170,170,170,10,5
170,170,170,11,5
170,170,170,12,5
170,170,170,13,5
170,170,170,14,5
255,255,255,15,5
170,170,170,16,5
170,170,170,17,5
170,170,170,18,5
170,170,170,19,5
170,170,170,20,5
170,170,170,21,5
170,170,170,22,5
170,170,170,23,5
255,255,255,24,5
255,255,255,25,5
170,170,170,26,5
170,170,170,27,5
170,170,170,28,5
170,170,170,29,5
170,170,170,30,5
170,170,170,31,5
170,170,170,32,5
85,85,85,33,5
255,85,85,34,5
170,85,0,35,5
170,170,170,36,5
170,170,170,37,5
170,170,170,38,5
170,170,170,39,5
170,170,170,40,5
170,170,170,41,5
170,170,170,42,5
255,255,255,43,5
255,255,255,44,5
170,170,170,45,5
170,170,170,46,5
170,170,170,47,5
170,170,170,48,5
170,170,170,49,5
170,170,170,50,5
170,170,170,51,5
170,170,170,52,5
170,170,170,53,5
170,170,170,54,5
170,170,170,55,5
170,170,170,56,5
170,170,170,57,5
170,170,170,58,5
170,170,170,59,5
170,170,170,0,6
170,170,170,1,6
170,170,170,2,6
170,170,170,3,6
170,170,170,4,6
255,255,255,5,6
255,255,255,6,6
255,255,255,7,6
170,170,170,8,6
170,170,170,9,6
170,170,170,10,6
170,170,170,11,6
170,170,170,12,6
170,170,170,13,6
170,170,170,14,6
255,255,255,15,6
170,170,170,16,6
170,170,170,17,6
170,170,170,18,6
170,170,170,19,6
170,170,170,20,6
170,170,170,21,6
170,170,170,22,6
170,170,170,23,6
255,255,255,24,6
255,255,255,25,6
170,170,170,26,6
170,170,170,27,6
170,170,170,28,6
170,170,170,29,6
170,170,170,30,6
170,170,170,31,6
170,170,170,32,6
170,170,170,33,6
255,85,85,34,6
255,85,85,35,6
170,170,170,36,6
170,170,170,37,6
170,170,170,38,6
170,170,170,39,6
170,170,170,40,6
170,170,170,41,6
170,170,170,42,6
255,255,255,43,6
255,255,255,44,6
170,170,170,45,6
170,170,170,46,6
170,170,170,47,6
170,170,170,48,6
170,170,170,49,6
170,170,170,50,6
170,170,170,51,6
170,170,170,52,6
255,255,255,53,6
170,170,170,54,6
170,170,170,55,6
170,170,170,56,6
170,170,170,57,6
170,170,170,58,6
170,170,170,59,6
170,170,170,0,7
170,170,170,1,7
170,170,170,2,7
170,170,170,3,7
170,170,170,4,7
255,255,255,5,7
255,255,255,6,7
170,170,170,7,7
170,170,170,8,7
170,170,170,9,7
170,170,170,10,7
170,170,170,11,7
170,170,170,12,7
255,255,255,13,7
170,170,170,14,7
255,255,255,15,7
255,255,255,16,7
170,170,170,17,7
170,170,170,18,7
170,170,170,19,7
170,170,170,20,7
170,170,170,21,7
170,170,170,22,7
255,255,255,23,7
255,255,255,24,7
255,255,255,25,7
255,255,255,26,7
170,170,170,27,7
170,170,170,28,7
170,170,170,29,7
170,170,170,30,7
170,170,170,31,7
170,85,0,32,7
255,85,85,33,7
255,85,85,34,7
255,85,85,35,7
170,170,170,36,7
170,85,0,37,7
170,170,170,38,7
170,170,170,39,7
170,170,170,40,7
170,170,170,41,7
170,170,170,42,7
255,255,255,43,7
255,255,255,44,7
255,255,255,45,7
170,170,170,46,7
170,170,170,47,7
170,170,170,48,7
170,170,170,49,7
170,170,170,50,7
170,170,170,51,7
255,255,255,52,7
255,255,255,53,7
170,170,170,54,7
255,255,255,55,7
170,170,170,56,7
170,170,170,57,7
170,170,170,58,7
170,170,170,59,7
170,170,170,0,8
170,170,170,1,8
170,170,170,2,8
170,170,170,3,8
255,85,85,4,8
255,255,255,5,8
255,255,255,6,8
255,85,85,7,8
170,170,170,8,8
170,170,170,9,8
170,170,170,10,8
170,170,170,11,8
170,170,170,12,8
255,255,255,13,8
170,170,170,14,8
255,255,255,15,8
